sender_pseudo,msgs,anomalies,non_anom,trust_raw,trust_blend
9604956,2,2,0,0.25,0.027763973707250103
9504956,2,2,0,0.25,0.027763973707250103
9404956,2,2,0,0.25,0.027763973707250103
9304956,2,2,0,0.25,0.027763973707250103
9204956,2,2,0,0.25,0.027763973707250103
8804956,2,2,0,0.25,0.027763973707250103
8704956,2,2,0,0.25,0.027763973707250103
8604956,2,2,0,0.25,0.027763973707250103
8504956,2,2,0,0.25,0.027763973707250103
8404956,2,2,0,0.25,0.027763973707250103
330151,2,2,0,0.25,0.027763973707250103
390151,2,2,0,0.25,0.027763973707250103
10004956,2,2,0,0.25,0.027763973707250103
320151,2,2,0,0.25,0.027763973707250103
310151,2,2,0,0.25,0.027763973707250103
370151,2,2,0,0.25,0.027763973707250103
340151,2,2,0,0.25,0.027763973707250103
350151,2,2,0,0.25,0.027763973707250103
360151,2,2,0,0.25,0.027763973707250103
380151,2,2,0,0.25,0.027763973707250103
704956,2,2,0,0.25,0.027763973707250103
640153,2,2,0,0.25,0.027763973707250103
630153,2,2,0,0.25,0.027763973707250103
620153,2,2,0,0.25,0.027763973707250103
400151,2,2,0,0.25,0.027763973707250103
404956,2,2,0,0.25,0.027763973707250103
410151,2,2,0,0.25,0.027763973707250103
204956,2,2,0,0.25,0.027763973707250103
304956,2,2,0,0.25,0.027763973707250103
610153,2,2,0,0.25,0.027763973707250103
650153,2,2,0,0.25,0.027763973707250103
660153,2,2,0,0.25,0.027763973707250103
504956,2,2,0,0.25,0.027763973707250103
590153,2,2,0,0.25,0.027763973707250103
580153,2,2,0,0.25,0.027763973707250103
570153,2,2,0,0.25,0.027763973707250103
600153,2,2,0,0.25,0.027763973707250103
670153,2,2,0,0.25,0.027763973707250103
904956,2,2,0,0.25,0.027763973707250103
1404956,2,2,0,0.25,0.027763973707250103
1104956,2,2,0,0.25,0.027763973707250103
1204956,2,2,0,0.25,0.027763973707250103
1304956,2,2,0,0.25,0.027763973707250103
804956,2,2,0,0.25,0.027763973707250103
604956,2,2,0,0.25,0.027763973707250103
1004956,2,2,0,0.25,0.027763973707250103
1504956,2,2,0,0.25,0.027763973707250103
7504956,2,2,0,0.25,0.027763973707250103
7604956,2,2,0,0.25,0.027763973707250103
7704956,2,2,0,0.25,0.027763973707250103
7904956,2,2,0,0.25,0.027763973707250103
8004956,2,2,0,0.25,0.027763973707250103
8104956,2,2,0,0.25,0.027763973707250103
7304956,2,2,0,0.25,0.027763973707250103
6404956,2,2,0,0.25,0.027763973707250103
6304956,2,2,0,0.25,0.027763973707250103
6204956,2,2,0,0.25,0.027763973707250103
5904956,2,2,0,0.25,0.027763973707250103
6004956,2,2,0,0.25,0.027763973707250103
3504956,2,2,0,0.25,0.027763973707250103
3604956,2,2,0,0.25,0.027763973707250103
7204956,2,2,0,0.25,0.027763973707250103
7104956,2,2,0,0.25,0.027763973707250103
7004956,2,2,0,0.25,0.027763973707250103
6904956,2,2,0,0.25,0.027763973707250103
6804956,2,2,0,0.25,0.027763973707250103
4204956,2,2,0,0.25,0.027763973707250103
6604956,2,2,0,0.25,0.027763973707250103
